Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B3400;2019;Agglomération de Montpellier;;Maison;5. Après 2005;;;9,1;10;11;12,6;13,7;11,1;750;930;1077;1300;1400;1102;100;135;9637;Estimation directe
B3400;2019;Agglomération de Montpellier;;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;30;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Maison;5. Après 2005;;Maison 4P+;8,7;10;11;12,7;13,7;11,1;750;959;1175;1300;1470;1158;105;105;6590;Estimation directe
B3400;2019;Agglomération de Montpellier;;Maison;5. Après 2005;1. Moins de 1 an;;;;;;;;;;;;;;;37;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Maison;5. Après 2005;2. 1 an et plus;;8,7;9,5;10,9;12,9;13,9;10,8;700;835;1012;1300;1300;1062;98;98;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;;;;9,4;11;13;15,5;18;12,2;401;477;587;700;850;614;50;13613;68588;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;;;Appart 1P;12,9;14,7;16,7;19,3;21,5;16,5;352;385;430;472;540;435;26;3541;17123;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;;;Appart 2P;10,6;12;13,5;15,2;16,6;13,3;457;510;565;620;659;563;42;5591;25611;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;;;Appart 3P;8,9;10;11,3;12,5;13,7;11,1;569;640;721;800;875;721;65;3376;17424;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;;;Appart 4P+;7,6;8,5;10;11,3;12,8;9,9;638;740;884;1054;1190;916;92;1105;8430;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;;1. Moins de 1 an;;10,1;11,7;13,4;16;18,9;12,8;407;466;565;697;820;602;47;5196;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;;1. Moins de 1 an;Appart 1P;13,3;15;17,1;19,8;21,5;16,9;360;392;439;470;520;436;26;1499;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;;1. Moins de 1 an;Appart 2P;11,2;12,2;13,5;14,8;16,4;13,4;462;510;560;610;660;563;42;2132;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;;1. Moins de 1 an;Appart 3P;9,6;10,5;11,6;12,8;14,4;11,5;600;650;720;776;840;719;63;1239;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;;1. Moins de 1 an;Appart 4P+;8,2;9,7;10,4;12,3;12,9;10,6;717;790;890;1120;1209;967;91;326;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;;2. 1 an et plus;;9;10,6;12,8;15,3;17,7;11,9;400;480;600;709;873;621;52;8417;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;;2. 1 an et plus;Appart 1P;12,7;14,4;16,4;19;21,4;16,2;350;380;422;475;560;434;27;2042;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;;2. 1 an et plus;Appart 2P;10,5;11,9;13,6;15,3;16,7;13,2;450;512;570;620;652;562;43;3459;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;;2. 1 an et plus;Appart 3P;8,6;9,8;11,1;12,4;13,6;11;557;630;724;808;880;722;66;2137;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;;2. 1 an et plus;Appart 4P+;7,2;8,4;9,6;10,9;12,3;9,7;620;703;870;1050;1190;898;93;779;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;1. Avant 1946;;;8,6;11,2;13,7;16,7;20;12,5;380;444;520;680;851;588;47;2143;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;1. Avant 1946;;Appart 1P;13,3;14,5;17,1;20;22,6;16,7;345;385;430;480;530;436;26;621;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;1. Avant 1946;;Appart 2P;9,5;11,9;13,8;15,8;17,2;13,3;390;470;527;597;680;532;40;851;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;1. Avant 1946;;Appart 3P;7,8;9,2;11,1;12,8;13,9;10,8;470;600;737;778;880;699;65;494;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;1. Avant 1946;;Appart 4P+;7,3;8,4;9,6;12,3;13,3;10;591;800;1050;1173;1446;1030;103;177;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;1. Avant 1946;1. Moins de 1 an;;10,8;12,7;14,7;17,8;20,8;14;384;440;508;660;780;571;41;734;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;1. Avant 1946;2. 1 an et plus;;8,4;10,7;13,2;15,5;18,3;11,8;380;446;530;685;900;597;50;1409;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;2. Entre 1946-1970;;;8,3;9,5;11,4;14;16,7;11,1;415;500;600;710;826;623;56;1459;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;2. Entre 1946-1970;;Appart 1P;13,6;14,2;16,1;18,9;20,4;15,9;368;400;450;461;580;447;28;237;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;2. Entre 1946-1970;;Appart 2P;9,7;10,9;13,5;15,6;17,1;12,7;417;500;566;600;640;548;43;406;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;2. Entre 1946-1970;;Appart 3P;7,9;9,1;10,3;11,8;12,4;10,2;556;607;700;750;840;689;68;513;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;2. Entre 1946-1970;;Appart 4P+;7;8,6;9,5;10,9;12,4;9,6;580;632;727;861;1100;769;80;303;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;9,4;10,6;12;15,2;17,3;11,9;447;500;610;750;860;636;53;469;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;2. Entre 1946-1970;2. 1 an et plus;;7,9;9,3;10,9;13,8;16,6;10,6;400;508;600;700;791;616;58;990;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;3. Entre 1971-1990;;;9,4;10,6;12,8;16;19,2;12;375;450;551;697;845;588;49;2385;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;3. Entre 1971-1990;;Appart 1P;12,6;14,8;17,2;19,4;20,8;16,5;351;370;415;460;480;417;25;962;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;3. Entre 1971-1990;;Appart 2P;10,4;11,4;13;14,7;16,1;12,8;460;500;556;611;650;562;44;829;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;3. Entre 1971-1990;;Appart 3P;9;9,8;10,7;11,9;13,3;10,8;550;620;700;800;860;706;66;376;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;3. Entre 1971-1990;;Appart 4P+;7,1;8,1;9,8;10,7;12,3;9,6;654;750;850;996;1190;884;92;218;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;9,8;11,5;14;16,7;19,5;12,8;381;436;535;620;785;556;43;852;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;3. Entre 1971-1990;2. 1 an et plus;;9,3;10,5;12,2;15,6;18,3;11,7;374;460;569;703;863;601;51;1533;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;4. Entre 1991-2005;;;10,1;11,7;13,6;16,1;19;13;412;476;590;682;830;608;47;3033;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;4. Entre 1991-2005;;Appart 1P;13,9;15,4;17,6;20;22,2;17,3;365;400;430;459;540;440;26;998;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;4. Entre 1991-2005;;Appart 2P;11,3;12,3;13,7;15,3;16,7;13,6;482;533;580;630;660;577;42;1398;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;4. Entre 1991-2005;;Appart 3P;9,6;10,3;11,7;13,3;14,1;11,6;605;670;750;820;910;747;65;496;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;4. Entre 1991-2005;;Appart 4P+;7,6;9,5;10,4;11,2;12,2;10,3;687;780;920;1050;1150;923;90;141;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;10,4;12,2;13,5;16;19,8;13,3;411;470;564;650;780;593;45;1148;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;4. Entre 1991-2005;2. 1 an et plus;;10;11,6;13,6;16,2;18,5;12,8;413;478;600;695;891;616;48;1885;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;5. Après 2005;;;10;11,3;12,8;14,6;16,4;12,3;442;532;620;740;890;651;53;4593;68588;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;5. Après 2005;;Appart 1P;12,8;13,6;15,8;17,2;18,6;15,5;343;386;447;502;570;447;29;723;17123;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;5. Après 2005;;Appart 2P;11,3;12,5;13,5;14,8;16,2;13,5;473;530;580;626;653;573;43;2107;25611;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;5. Après 2005;;Appart 3P;9,9;10,7;11,8;12,7;14,4;11,7;610;663;730;800;859;739;63;1497;17424;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;5. Après 2005;;Appart 4P+;8,1;9;10,5;11,3;12,5;10,1;750;829;973;1130;1150;980;97;266;8430;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;5. Après 2005;1. Moins de 1 an;;10,3;11,4;12,8;14,6;16,4;12,4;424;505;600;730;875;636;51;1993;;Estimation directe
B3400;2019;Agglomération de Montpellier;;Appartement;5. Après 2005;2. 1 an et plus;;9,7;11,2;12,8;14,7;16,2;12,2;458;550;630;750;900;662;54;2600;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;;;;9,5;11,2;13,2;15,8;18,5;12,4;400;470;580;700;870;613;49;10903;58398;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;;;Maison 1-3P;;;;;;;;;;;;;;35;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;;;Ensemble 4P+;7,8;8,8;10,2;11,9;13,3;10,3;620;750;920;1065;1200;932;91;978;8785;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;;;Maison 4P+;8,8;10,2;11,8;12,8;13,6;11,1;890;950;1065;1150;1200;1054;95;151;1816;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;;;Appart 1P;13,3;14,8;17;19,5;21,5;16,6;356;385;430;471;540;436;26;3112;15311;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;;;Appart 2P;10,7;12;13,6;15,3;16,7;13,3;450;508;560;620;652;561;42;4290;20158;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;;;Appart 3P;8,9;10;11,2;12,5;13,6;11,1;575;633;720;791;872;719;65;2488;13130;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;;;Appart 4P+;7,6;8,4;9,8;11,6;12,9;10,1;608;710;860;1050;1183;899;89;827;6969;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;;;Ensemble 1P;13,3;14,8;17;19,5;21,5;16,6;355;385;429;471;540;436;26;3117;15453;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;;;Ensemble 2P;10,6;12;13,6;15,3;16,7;13,3;450;508;560;620;652;561;42;4294;20376;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;;;Ensemble 3P;8,9;10;11,3;12,6;13,8;11,2;580;631;721;800;881;721;64;2514;13783;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;;1. Moins de 1 an;;10,3;11,8;13,6;16,2;19,1;13;401;460;560;687;840;603;46;4096;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;;1. Moins de 1 an;Ensemble 4P+;8,8;9,8;11,5;12,8;13,3;11,3;717;845;990;1150;1310;1014;90;249;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;;1. Moins de 1 an;Ensemble 1P;14;15,4;17,4;19,6;21,5;17,1;360;394;440;470;510;438;26;1312;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;;1. Moins de 1 an;Ensemble 2P;11,2;12,2;13,5;14,8;16,2;13,4;455;505;550;610;665;560;42;1624;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;;1. Moins de 1 an;Ensemble 3P;9,6;10,5;11,4;12,8;13,6;11,5;610;656;730;773;850;728;63;911;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;;2. 1 an et plus;;9,2;10,8;12,9;15,6;18,1;12,1;400;470;594;708;900;618;51;6807;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;;2. 1 an et plus;Ensemble 4P+;;;;;;;;;;;;;;729;;
B3400;2019;Agglomération de Montpellier;Ville centre;;;2. 1 an et plus;Ensemble 1P;;;;;;;;;;;;;;1805;;
B3400;2019;Agglomération de Montpellier;Ville centre;;;2. 1 an et plus;Ensemble 2P;;;;;;;;;;;;;;2670;;
B3400;2019;Agglomération de Montpellier;Ville centre;;;2. 1 an et plus;Ensemble 3P;;;;;;;;;;;;;;1603;;
B3400;2019;Agglomération de Montpellier;Ville centre;;1. Avant 1946;;;8,7;11,2;13,6;16,5;20;12,5;385;446;525;685;900;601;48;1973;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;1. Avant 1946;;Ensemble 4P+;7;8,4;10,1;12,3;13,3;10;597;843;1050;1159;1446;1032;103;169;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;1. Avant 1946;;Ensemble 1P;13;14,1;17;20;22,1;16,5;350;385;433;482;530;438;26;609;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;1. Avant 1946;;Ensemble 2P;10;12;13,8;15,8;17,2;13,4;400;470;522;600;680;531;40;764;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;1. Avant 1946;;Ensemble 3P;8,3;10,1;11,6;13;14,1;11,2;480;630;740;775;850;707;63;431;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;1. Avant 1946;1. Moins de 1 an;;11,1;12,8;14,7;17,5;20,7;14,1;385;440;510;680;780;583;42;660;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;1. Avant 1946;2. 1 an et plus;;8,4;10,7;13,2;15,3;18,8;11,8;380;449;530;697;950;609;51;1313;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;2. Entre 1946-1970;;;8,5;9,6;11,6;14,5;16,7;11,3;414;500;600;730;909;642;57;1397;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;2. Entre 1946-1970;;Ensemble 4P+;7,6;8,8;9,7;11,9;14;10,2;580;660;781;1025;1100;831;82;331;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;2. Entre 1946-1970;;Ensemble 1P;13,7;14,2;16,1;19;20,4;15,9;368;400;450;464;580;448;28;228;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;2. Entre 1946-1970;;Ensemble 2P;10;11;13;15,6;17,3;12,8;405;488;540;600;630;536;42;361;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;2. Entre 1946-1970;;Ensemble 3P;8,1;9,3;10,5;12;13,1;10,4;575;600;700;750;900;694;67;477;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;;9,3;10,5;12;14,8;17,3;11,9;445;500;608;750;880;642;54;448;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;;8,1;9,3;11;13,8;16,7;11;400;509;600;710;920;641;58;949;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;3. Entre 1971-1990;;;9,4;10,7;12,8;16,3;19,2;12,2;375;440;550;679;845;582;48;2127;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;3. Entre 1971-1990;;Ensemble 4P+;7,9;8,6;9,7;11,8;12,3;9,9;650;750;866;1020;1117;887;89;185;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;3. Entre 1971-1990;;Ensemble 1P;12,7;15,3;17,5;19,4;20,8;16,6;354;370;410;454;480;416;25;882;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;3. Entre 1971-1990;;Ensemble 2P;10,4;11,4;12,6;14,7;16,2;12,8;465;505;555;602;679;566;44;740;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;3. Entre 1971-1990;;Ensemble 3P;9;9,8;10,6;11,7;12,5;10,6;553;620;700;800;840;701;66;320;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;3. Entre 1971-1990;1. Moins de 1 an;;9,8;11,5;14;17;19,5;12,8;379;431;508;630;782;550;43;731;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;3. Entre 1971-1990;2. 1 an et plus;;9,3;10,6;12,3;15,9;19;12;373;447;565;700;860;595;50;1396;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;4. Entre 1991-2005;;;10,2;11,8;13,6;16,3;19,7;13;415;468;590;700;910;619;48;2379;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;4. Entre 1991-2005;;Ensemble 4P+;8,6;9,8;10,6;11,8;13,3;10,7;700;844;950;1065;1200;977;91;134;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;4. Entre 1991-2005;;Ensemble 1P;14,6;15,7;18;20,6;22,4;17,6;378;400;430;455;540;444;25;841;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;4. Entre 1991-2005;;Ensemble 2P;11,3;12,4;13,8;15,3;16,8;13,6;489;530;582;628;650;575;42;1052;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;4. Entre 1991-2005;;Ensemble 3P;9,6;10,5;11,8;13,3;14,1;11,6;578;671;750;801;910;741;64;352;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;4. Entre 1991-2005;1. Moins de 1 an;;11;12,3;13,4;16,4;20,3;13,4;415;465;565;668;915;621;46;942;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;4. Entre 1991-2005;2. 1 an et plus;;10;11,5;13,7;16,3;19;12,8;419;469;600;700;910;619;48;1437;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;5. Après 2005;;;10,6;11,9;13,3;15,3;16,6;13;422;520;600;710;850;629;49;3027;58398;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;5. Après 2005;;Ensemble 4P+;7,1;10,5;11,1;12,5;13,2;11,2;600;850;962;1087;1219;971;87;159;8785;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;5. Après 2005;;Ensemble 1P;13,2;14,5;16,1;17,7;19,9;16,1;333;380;450;501;560;444;28;557;15453;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;5. Après 2005;;Ensemble 2P;11,6;12,6;13,7;15,1;16,2;13,7;470;532;584;630;653;575;42;1377;20376;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;5. Après 2005;;Ensemble 3P;10,1;11;12;13,1;14;12;610;670;735;820;950;751;63;934;13783;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;5. Après 2005;1. Moins de 1 an;;10,6;11,8;13,3;14,8;16,4;12,9;410;500;600;700;850;617;48;1315;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;;5. Après 2005;2. 1 an et plus;;10,6;12;13,3;15,5;16,8;13;450;540;612;720;839;637;49;1712;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;;;;9,1;10,2;11,8;13;14,7;11,3;600;920;1020;1100;1200;983;87;186;2829;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;;;Maison 1-3P;;;;;;;;;;;;;;35;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;;;Maison 4P+;8,8;10,2;11,8;12,8;13,6;11,1;890;950;1065;1150;1200;1054;95;151;1816;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;;1. Moins de 1 an;;;;;;;;;;;;;;;39;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;7;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;;1. Moins de 1 an;Maison 4P+;;;;;;;;;;;;;;32;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;;2. 1 an et plus;;8,8;10,2;11,1;12,8;15,1;11,1;600;889;969;1100;1150;949;86;147;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;28;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;;2. 1 an et plus;Maison 4P+;8,8;10;10,6;12,2;14,2;10,7;861;931;1025;1100;1162;1024;95;119;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;1. Avant 1946;;;;;;;;;;;;;;;;39;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;1. Avant 1946;;Maison 1-3P;;;;;;;;;;;;;;18;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;1. Avant 1946;;Maison 4P+;;;;;;;;;;;;;;21;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;7;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;32;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;2. Entre 1946-1970;;;10,9;10,9;12,8;14,7;15,3;12,6;600;874;970;1035;1100;935;74;62;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;6;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;2. Entre 1946-1970;;Maison 4P+;10,6;11,9;12,8;14,2;14,7;12,2;925;1025;1035;1100;1224;1059;86;56;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;14;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;48;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;3. Entre 1971-1990;;;;;;;;;;;;;;;;29;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;3;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;3. Entre 1971-1990;;Maison 4P+;;;;;;;;;;;;;;26;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;4;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;25;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;4. Entre 1991-2005;;;;;;;;;;;;;;;;39;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;8;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;4. Entre 1991-2005;;Maison 4P+;;;;;;;;;;;;;;31;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;11;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;4. Entre 1991-2005;2. 1 an et plus;;;;;;;;;;;;;;;28;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;5. Après 2005;;;;;;;;;;;;;;;;17;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;;1013;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;5. Après 2005;;Maison 4P+;;;;;;;;;;;;;;17;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;5. Après 2005;1. Moins de 1 an;;;;;;;;;;;;;;;3;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Maison;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;14;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;;;;9,6;11,2;13,3;15,9;18,6;12,5;400;463;570;687;830;599;48;10717;55568;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;;;Appart 1P;13,3;14,8;17;19,5;21,5;16,6;356;385;430;471;540;436;26;3112;15311;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;;;Appart 2P;10,7;12;13,6;15,3;16,7;13,3;450;508;560;620;652;561;42;4290;20158;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;;;Appart 3P;8,9;10;11,2;12,5;13,6;11,1;575;633;720;791;872;719;65;2488;13130;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;;;Appart 4P+;7,6;8,4;9,8;11,6;12,9;10,1;608;710;860;1050;1183;899;89;827;6969;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;;1. Moins de 1 an;;10,3;11,8;13,6;16,2;19,1;13,1;400;460;550;679;800;592;45;4057;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;;1. Moins de 1 an;Appart 1P;14;15,4;17,4;19,6;21,5;17,1;360;394;440;470;510;438;26;1311;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;;1. Moins de 1 an;Appart 2P;11,2;12,2;13,5;14,8;16,2;13,4;455;505;550;610;665;560;42;1624;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;;1. Moins de 1 an;Appart 3P;9,6;10,5;11,4;12,7;13,6;11,5;610;655;730;770;850;727;63;905;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;;1. Moins de 1 an;Appart 4P+;8,8;9,7;10,8;12,8;13,1;11;690;794;880;1120;1310;977;89;217;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;;2. 1 an et plus;;9,2;10,9;13;15,7;18,3;12,2;400;468;584;697;840;603;49;6660;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;;2. 1 an et plus;Appart 1P;12,8;14,5;16,7;19,4;21,5;16,4;350;380;424;473;560;434;27;1801;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;;2. 1 an et plus;Appart 2P;10,6;11,8;13,6;15,5;16,8;13,3;450;508;567;620;650;561;42;2666;;Estimation directe
