
NUM;DATE;JACKPOT;N1;N2;N3;N4;N5;E1;E2;NBJEU;EU1;EU2;EU3;EU4;EU5;EU6;EU7;EU8;EU9;EU10;EU11;EU12;NB1;NB2;NB3;NB4;NB5;NB6;NB7;NB8;NB9;NB10;NB11;NB12;MT1;MT2;MT3;MT4;MT5;MT6;MT7;MT8;MT9;MT10;MT11;MT12;
767;2015-01-27;21000000;5;10;31;33;40;8;10;20984735;1;2;5;30;594;1298;1309;20343;28960;64278;104605;426499;0;0;1;6;118;245;245;4132;5790;12709;20809;85207;21715116,00;503633,60;67151,10;5595,90;247,20;113,10;80,10;23,70;15,90;12,00;13,00;8,60;
766;2015-01-23;15000000;6;29;30;38;45;1;8;29639522;0;1;7;31;808;1543;1977;30536;37596;78810;170598;587559;0;0;0;10;159;328;440;6924;8073;16571;38915;127510;0,00;1422697,00;67747,40;7648,90;256,70;134,40;74,90;22,30;17,30;13,90;11,20;8,80;
765;2015-01-20;32000000;15;33;41;44;47;8;10;22020812;2;3;4;42;667;1419;1394;19147;28793;62536;103188;406028;0;0;0;5;125;301;284;3665;5597;12443;20057;78427;16269652,00;352332,90;88083,20;4194,40;231,10;108,60;78,90;26,40;16,80;13,00;13,80;9,50;
764;2015-01-16;25000000;29;30;32;34;46;3;6;32789512;0;2;5;47;837;1580;2363;37582;39113;74997;229674;619515;0;0;2;16;212;394;609;10298;9528;17876;65432;154829;0,00;786948,20;104926,40;5581,10;274,20;145,20;69,30;20,00;18,40;16,10;9,20;9,30;
763;2015-01-13;15000000;8;17;21;31;34;9;10;21980846;0;4;15;36;809;1984;1324;18623;32735;77710;99023;454594;0;1;3;9;174;445;291;4258;7914;18611;22613;110313;0,00;263770,10;23446,20;4884,60;190,10;77,50;83,00;27,10;14,70;10,40;14,40;8,50;
762;2015-01-09;31000000;6;21;24;32;45;1;11;31552697;1;5;10;39;907;2416;2060;29935;39229;101548;165018;574762;0;1;1;8;175;441;382;5538;7173;18885;31382;106187;31666941,00;302905,80;50484,30;6472,30;243,50;91,40;76,50;24,20;17,60;11,40;12,40;9,60;
761;2015-01-06;22000000;14;20;30;38;49;3;4;20531491;0;2;4;29;600;1142;1448;21263;28931;54724;114773;440858;0;0;1;8;114;233;273;4437;6239;11099;22935;95943;0,00;492755,70;82125,90;5663,80;239,50;125,80;70,80;22,20;15,60;13,80;11,60;8,10;
760;2015-01-02;15000000;22;24;25;28;49;3;6;27851581;0;2;8;32;931;1623;2402;37366;40662;77541;207538;622176;0;1;4;5;190;304;554;8950;8423;16071;48107;129748;0,00;668437,90;55703,10;6962,80;209,40;120,10;57,90;17,10;15,00;13,20;8,70;7,80;
759;2014-12-30;15000000;6;18;39;44;50;8;11;22944630;1;4;6;54;664;1365;1507;21379;29025;61188;113404;443968;1;1;2;5;110;251;258;3885;5400;11828;20360;83773;15000000,00;275335,50;61185,60;3399,20;241,80;117,60;76,10;24,60;17,30;13,80;13,10;9,00;
758;2014-12-26;25000000;17;26;27;45;49;2;3;31982919;1;11;15;35;1045;1738;2196;32804;45631;84049;178200;730726;0;3;3;4;177;276;417;5558;8171;14418;30962;137372;25234535,00;139561,80;34115,10;7310,30;214,20;128,80;72,80;22,40;15,40;14,00;11,60;7,70;
757;2014-12-23;15000000;8;9;19;25;49;2;10;23254334;0;3;10;33;765;1906;1636;23735;35738;85341;124761;499057;0;1;1;5;183;444;385;5368;7771;18967;28553;106390;0,00;372069,30;37206,90;5637,40;212,70;85,40;71,00;22,50;14,30;10,00;12,10;8,20;
756;2014-12-19;15000000;23;29;31;39;44;5;8;30657011;1;5;5;62;886;1705;3256;48648;45083;83322;266585;674959;0;1;0;12;153;318;581;9257;8605;17081;52391;134326;15000000,00;294307,30;98102,40;3955,70;242,20;125,80;47,00;14,40;14,90;13,60;7,40;7,90;
755;2014-12-16;39000000;3;7;12;13;25;5;8;23157509;1;5;11;131;1889;3677;4500;50500;63772;121819;219081;698421;0;1;2;32;439;908;988;10037;14273;29318;42566;145682;39580687,00;222312,00;33683,60;1414,10;85,80;44,00;25,70;10,50;7,90;7,00;6,80;5,80;
754;2014-12-12;31000000;2;15;28;31;37;4;6;32335023;0;3;7;71;1000;2078;3046;44177;46067;95031;237171;671240;0;0;4;15;214;411;753;10525;9774;20076;56887;141850;0,00;517360,30;73908,60;3643,30;226,30;108,90;53,00;16,80;15,40;12,50;8,80;8,40;
753;2014-12-09;21000000;1;3;31;42;46;4;11;21322114;0;1;5;34;446;1020;1096;17721;23892;53484;100680;385352;0;0;0;12;90;181;193;3401;4634;10566;19826;78988;0,00;1023461,40;68230,70;5016,90;334,60;146,30;97,20;27,60;19,60;14,70;13,70;9,70;
752;2014-12-05;15000000;5;8;37;47;48;2;3;31613164;0;2;4;36;821;1604;1911;31103;40571;75983;176843;681712;0;0;0;6;165;323;346;6081;8390;15352;35274;145601;0,00;758715,90;126452,60;7025,10;269,50;137,90;82,70;23,30;17,10;15,30;11,60;8,10;
751;2014-12-02;72000000;3;15;25;44;49;1;9;27290089;1;3;0;48;862;1754;2370;34375;38991;79959;177463;583555;1;1;0;9;135;286;407;6555;6845;14274;35030;108077;72971665,00;436641,40;0,00;13645,00;221,60;108,90;57,50;18,20;15,30;12,60;9,90;8,20;
750;2014-11-28;63000000;6;10;15;23;41;4;10;40719833;0;7;21;66;1518;3741;2854;38862;60906;145156;200567;855798;0;1;10;16;364;878;727;9571;14567;34192;48380;202338;0,00;279221,70;31024,60;4935,70;187,70;76,10;71,30;24,00;14,70;10,30;13,10;8,30;
749;2014-11-25;50000000;3;7;25;32;36;1;6;25459855;0;5;5;50;865;1939;2064;30173;38057;84391;159250;548168;0;1;0;11;169;412;474;6883;8517;18276;37963;129572;0,00;244414,60;81471,50;4073,50;206,00;91,90;61,60;19,40;14,70;11,10;10,30;8,10;
748;2014-11-21;42000000;4;7;28;32;37;5;10;33267506;0;1;5;40;1036;2434;2606;37548;49109;106810;197324;735568;0;0;2;4;190;474;414;6424;9047;21375;33998;139410;0,00;1596840,20;106456,00;6653,50;224,70;95,60;63,80;20,30;14,90;11,50;10,90;7,90;
747;2014-11-18;32000000;2;3;17;36;38;4;11;22176890;0;3;5;30;531;1280;1321;19593;27634;66411;106784;426013;0;0;1;5;96;189;209;3389;4743;11614;19104;77418;0,00;354830,20;70966,00;5913,80;292,30;121,20;83,90;26,00;17,60;12,30;13,40;9,10;
746;2014-11-14;24000000;17;32;36;38;48;5;8;32247278;0;3;2;68;878;1634;3177;47219;43666;80065;264968;653827;0;1;0;19;141;295;554;8173;7758;14779;48764;116996;0,00;515956,40;257978,20;3793,70;257,00;138,10;50,70;15,70;16,20;14,90;7,90;8,60;
745;2014-11-11;15000000;2;14;21;36;46;7;11;20418538;0;0;7;34;615;1215;1340;20089;27820;56355;109548;411040;0;0;0;8;96;164;208;3222;4589;9089;18117;69321;0,00;0,00;186683,70;4804,30;232,40;117,60;76,10;23,30;16,10;13,40;12,10;8,70;
744;2014-11-07;32000000;13;25;32;38;46;1;10;33768050;2;3;13;43;976;2515;1874;28407;41816;102769;151524;610112;1;0;4;10;210;478;390;5555;8116;19940;30233;118265;16506235,00;540288,80;41560,60;6282,40;242,10;93,90;90,00;27,30;17,70;12,10;14,40;9,70;
743;2014-11-04;21000000;1;6;13;17;26;3;5;22520918;0;6;11;98;1334;2298;3520;44519;50062;84941;206660;624396;0;4;3;19;302;524;722;8556;10799;19342;37281;125306;0,00;180167,30;32757,60;1838,40;118,10;68,60;31,90;11,60;9,80;9,80;7,00;6,30;
742;2014-10-31;15000000;10;13;20;33;41;3;9;37061903;0;5;10;88;1619;3041;4207;59447;65557;122853;287234;911202;0;0;2;10;322;579;854;11506;12231;22993;54946;166279;0,00;355794,20;59299,00;3369,20;160,20;85,30;44,00;14,30;12,40;11,10;8,30;7,10;
741;2014-10-28;15000000;10;15;17;40;45;1;2;23174733;1;2;7;37;728;1488;1552;24674;32263;65960;128733;504141;1;0;2;4;130;242;258;4162;5888;11599;22360;96241;15000000,00;556193,50;52970,80;5010,70;222,80;109,00;74,60;21,60;15,80;12,90;11,70;8,00;
740;2014-10-24;190000000;3;9;20;30;42;1;6;75524187;1;9;24;147;2617;5699;6351;88855;115019;242327;460652;1654248;0;2;4;37;569;1308;1408;20329;26723;55371;104839;382965;190000000,00;2174634,30;50349,40;4110,10;202,00;92,70;59,40;19,50;14,40;11,50;10,60;8,00;
739;2014-10-21;180000000;20;21;27;33;40;3;10;55515157;0;8;20;92;1666;3598;3966;59049;79529;170385;311905;1180081;0;1;3;17;327;605;834;12042;15400;32236;64840;230559;0,00;333090,90;44412,10;4827,40;233,20;108,00;69,90;21,60;15,30;12,00;11,50;8,20;
738;2014-10-17;162000000;1;13;40;48;49;8;10;63683745;0;4;17;90;1752;3796;4011;59285;83057;176565;324314;1216920;0;0;3;22;361;801;758;11996;17303;37658;66404;254977;0,00;764204,90;59937,60;5660,70;254,40;117,40;79,30;24,70;16,80;13,30;12,70;9,20;
737;2014-10-14;142000000;4;5;15;23;32;3;7;44274910;0;3;17;180;1957;3597;6432;87493;80675;150241;429212;1098027;0;0;4;28;344;691;1298;17909;15948;28832;88306;222906;0,00;708398,50;41670,50;1967,70;158,30;86,10;34,40;11,60;12,00;10,90;6,70;7,00;
736;2014-10-10;128000000;6;29;42;45;47;9;10;54213147;0;7;11;67;1345;2798;3180;47840;66359;137363;257481;1020716;0;2;0;12;273;580;585;8846;13030;27563;48604;207152;0,00;371747,20;78855,40;6473,20;282,10;135,60;85,20;26,00;17,90;14,60;13,60;9,30;
735;2014-10-07;111000000;9;21;28;30;38;1;8;37871816;0;4;13;67;1404;2930;3074;43499;60294;125890;223572;851366;0;0;6;13;290;631;701;9532;12760;26846;48657;177329;0,00;454461,70;46611,40;4522,00;188,80;90,40;61,60;20,00;13,80;11,10;11,00;7,80;
734;2014-10-03;100000000;4;13;23;48;50;5;10;55615475;0;9;19;95;1857;4087;4642;65915;86458;177992;332182;1251070;0;2;1;9;370;848;870;13063;17888;39875;68079;268196;0,00;296615,80;46834,00;4683,40;209,60;95,20;59,90;19,40;14,10;11,50;10,80;7,80;
733;2014-09-30;32000000;3;13;15;33;42;5;7;22379180;1;8;6;112;1351;2138;4318;48279;52607;82385;224154;614986;0;1;2;23;242;408;763;9125;9935;16091;44614;123257;32929188,00;134275,00;59677,80;1598,50;115,90;73,20;25,90;10,60;9,30;10,00;6,40;6,40;
732;2014-09-26;25000000;13;27;35;46;47;1;2;33649531;0;6;5;51;1028;2139;2218;31705;46193;97471;177830;686451;0;0;2;17;296;541;575;8504;12714;25984;47960;193981;0,00;269196,20;107678,40;5278,30;229,10;110,10;75,80;24,40;16,00;12,70;12,20;8,60;
731;2014-09-23;15000000;12;13;14;29;35;1;7;22333044;0;3;2;36;819;1404;2051;30940;37449;69045;156328;553710;0;1;1;8;212;385;669;10027;10554;18508;51046;161984;0,00;357328,70;178664,30;4962,80;190,80;111,30;54,40;16,60;13,10;11,90;9,20;7,00;
730;2014-09-19;87000000;6;8;34;38;48;3;9;37882650;1;2;17;61;1056;2075;3102;48231;52762;103278;274542;791090;0;1;3;9;183;368;613;9906;9520;18923;57370;151402;86732923,00;909183,60;35654,20;4968,20;251,10;127,70;61,00;18,00;15,70;13,50;8,90;8,40;
729;2014-09-16;73000000;4;29;30;35;50;2;4;26239335;0;3;6;34;685;1294;1889;30430;34412;66356;174727;549482;0;2;1;3;106;207;311;5378;5726;10593;33180;98428;0,00;419829,30;69971,50;6173,90;268,10;141,90;69,40;19,80;16,70;14,60;9,70;8,40;
728;2014-09-12;65000000;9;13;26;31;33;7;11;34814398;0;6;12;73;1479;2959;2852;39483;60367;123981;193695;828392;0;2;2;16;292;605;533;7711;12438;25291;37609;170276;0,00;278515,10;46419,10;3815,20;164,70;82,30;61,00;20,20;12,60;10,30;11,60;7,30;
727;2014-09-09;54000000;8;15;19;24;35;8;10;23378481;0;6;14;41;835;1868;1644;23058;36886;80856;115505;516528;0;1;0;5;154;360;321;4247;7035;15730;20964;98368;0,00;187027,80;26718,20;4561,60;195,90;87,60;71,10;23,30;13,90;10,60;13,10;7,90;
726;2014-09-05;47000000;1;18;23;46;50;3;9;31149621;0;5;13;105;1471;3059;2795;41382;45467;86863;233497;669207;0;1;2;39;388;863;599;8707;8829;17825;49936;133531;0,00;299036,30;38337,90;2373,30;148,20;71,20;55,70;17,30;15,00;13,20;8,60;8,10;
725;2014-09-02;37000000;5;25;31;39;45;1;8;21178683;0;2;7;28;594;1371;1465;21698;30200;66334;119364;425838;0;0;0;3;114;222;290;4161;5339;11357;23580;78922;0,00;508288,30;48408,40;6051,00;249,50;108,10;72,20;22,40;15,40;11,80;11,50;8,70;
724;2014-08-29;30000000;2;9;26;32;38;3;6;29733252;0;5;2;84;946;1771;3841;46132;44710;81750;226981;660208;0;1;0;24;162;298;1030;10795;9250;15662;49816;130673;0,00;285439,20;237866,00;2831,70;220,00;117,50;38,70;14,80;14,60;13,40;8,50;7,90;
723;2014-08-26;21000000;10;22;36;45;48;4;11;19788964;0;6;3;30;632;1266;1175;16939;24862;55265;92387;367469;0;0;0;3;116;215;194;3145;4283;9653;15798;65662;0,00;158311,70;105541,10;5277,00;219,10;109,40;84,20;26,80;17,50;13,20;13,90;9,40;
722;2014-08-22;15000000;4;17;29;35;49;1;2;27972177;0;5;12;30;928;1845;1881;27180;39789;82830;151640;585563;0;0;2;3;162;334;304;4646;7580;15376;26882;113599;0,00;268532,80;37296,20;7459,20;210,90;106,10;74,30;23,60;15,40;12,40;11,90;8,40;
721;2014-08-19;54000000;4;7;11;34;47;7;8;22969603;1;5;11;53;1318;1619;1939;27423;45583;71633;138137;603176;0;1;1;10;297;311;366;5259;9342;13475;25965;116861;54304297,00;220508,10;33410,30;3467,10;121,90;99,30;59,20;19,20;11,00;11,80;10,80;6,70;
720;2014-08-15;47000000;4;5;21;23;30;8;10;28657835;0;2;12;36;948;2454;1881;26393;44074;108319;135680;624934;0;0;1;1;209;545;340;4649;8456;21842;23364;116763;0,00;687788,00;38210,40;6368,40;211,60;81,70;76,10;24,90;14,30;9,70;13,70;8,00;
719;2014-08-12;37000000;7;16;19;22;33;2;5;21380698;0;2;5;86;1176;1999;3121;39714;46926;79068;181859;595731;0;2;0;19;233;450;534;7315;8816;15737;33356;110122;0,00;513136,70;68418,20;1988,90;127,20;74,80;34,20;12,30;10,00;10,00;7,60;6,30;
718;2014-08-08;31000000;21;29;35;43;46;1;9;29608910;0;4;11;42;733;1642;2057;32074;35447;75220;186086;554002;0;0;2;10;120;302;375;6000;6127;12701;37552;98155;0,00;355306,90;43067,50;5639,70;282,70;126,20;71,90;21,20;18,30;14,50;10,30;9,40;
717;2014-08-05;21000000;5;7;19;21;42;5;11;20208881;0;5;7;42;1219;2247;1876;23895;44103;85143;115018;531277;0;0;2;4;252;436;293;3791;8713;17559;17863;98489;0,00;194005,20;46191,70;3849,30;116,00;62,90;53,80;19,40;10,00;8,70;11,40;6,60;
716;2014-08-01;15000000;24;44;46;48;50;5;10;28289624;0;6;14;41;946;1800;1761;26722;34444;68479;153875;511058;0;2;0;11;166;319;273;4195;5909;12454;25008;86984;0,00;226316,90;32330,90;5519,90;209,30;110,00;80,30;24,30;18,00;15,20;11,90;9,70;
715;2014-07-29;37000000;10;23;35;40;43;3;9;21288820;1;1;4;49;720;1370;1878;28582;31225;57746;152906;463812;0;0;1;5;125;245;342;5064;5089;9584;28487;78833;37632166,00;1021863,30;85155,20;3475,70;206,90;108,70;56,60;17,10;14,90;13,60;9,00;8,00;
714;2014-07-25;31000000;9;10;12;24;43;5;9;29420142;0;1;8;88;1269;2108;3840;53467;57121;96043;261737;781174;0;0;3;21;298;470;806;10982;13169;22453;48995;168364;0,00;1412166,80;58840,20;2674,50;162,20;97,60;38,30;12,60;11,30;11,30;7,30;6,60;
713;2014-07-22;21000000;1;24;43;45;50;5;8;20016555;0;0;5;43;563;1052;1684;27470;25736;48843;171630;398816;0;0;0;7;81;155;251;4675;4095;8213;30556;68145;0,00;0,00;256211,90;3724,00;248,80;133,10;59,40;16,70;17,10;15,10;7,50;8,80;
712;2014-07-18;15000000;1;11;29;41;43;3;11;28544151;0;2;3;41;840;1606;1843;24995;39699;81756;133188;568965;0;0;1;4;141;314;312;4622;7498;15680;24964;107907;0,00;685059,60;152235,40;5569,50;237,80;124,40;77,40;26,20;15,80;12,90;13,90;8,80;
711;2014-07-15;67000000;15;18;20;27;34;1;3;24438740;1;3;7;49;959;1897;2088;28511;40598;82890;149174;560603;0;1;1;10;169;354;377;4843;7412;13974;25942;98432;67902166,00;391019,80;55859,90;3989,90;178,30;90,10;58,50;19,70;13,20;10,90;10,60;7,60;
710;2014-07-11;60000000;5;22;35;38;49;4;7;33673651;0;6;12;53;1254;2460;2995;44817;50710;98544;251029;734130;0;0;4;12;211;442;643;9779;9674;17546;55382;142686;0,00;269389,20;44898,20;5082,80;187,90;95,80;56,20;17,20;14,60;12,60;8,70;8,00;
709;2014-07-08;49000000;8;18;22;24;27;4;11;22734541;0;7;11;44;981;2381;1617;22415;40172;96919;111342;521405;0;3;5;9;201;526;248;3858;7708;19596;18813;99198;0,00;155893,90;33068,40;4133,50;162,20;66,80;70,20;23,30;12,40;8,60;13,20;7,60;
708;2014-07-04;41000000;4;18;39;43;47;2;6;32121669;0;4;5;47;935;1875;2606;40773;41431;83179;234691;628468;0;1;1;8;174;341;479;8036;7798;15729;46679;121241;0,00;385460,00;102789,30;5467,50;240,40;119,90;61,60;18,10;17,00;14,20;8,80;8,90;
707;2014-07-01;31000000;18;22;25;27;39;5;10;21627817;0;3;7;42;809;1627;1852;25682;36276;73257;129645;497044;0;0;0;4;132;329;285;4058;6370;13888;20860;87188;0,00;346045,00;49435,00;4119,50;187,10;93,00;58,30;19,30;13,10;10,90;10,80;7,60;
706;2014-06-27;24000000;31;33;34;39;45;2;10;30722849;0;1;3;39;721;1671;1688;26027;34224;74872;149285;525121;0;0;1;10;124;290;320;4987;5941;13226;30673;93084;0,00;1474696,70;163855,10;6302,10;298,20;128,70;91,00;27,10;19,70;15,10;13,30;10,20;
705;2014-06-24;15000000;1;7;20;21;48;4;7;19510966;0;3;5;43;749;1147;2139;32816;34128;57654;161567;487001;0;1;0;10;170;207;521;7417;7372;11484;35948;102110;0,00;312175,40;62435,00;3629,90;182,30;119,00;45,60;13,60;12,50;12,50;7,80;7,00;
704;2014-06-20;25000000;5;15;25;38;49;1;2;31171494;1;7;11;54;1235;2509;2412;30708;51563;107349;169937;670601;0;2;1;9;239;439;459;5890;10135;19888;33426;142216;24974879,00;213747,30;45340,30;4617,90;176,60;86,90;64,60;23,30;13,20;10,70;11,90;8,10;
703;2014-06-17;15000000;11;13;37;40;48;8;9;21206402;0;1;3;47;653;1211;1316;21352;30030;56076;117020;468883;0;0;1;6;134;224;238;3794;5613;10455;21182;88813;0,00;1017907,20;113100,80;3609,60;227,30;122,50;80,50;22,80;15,50;13,90;11,70;7,90;
702;2014-06-13;135000000;16;18;22;28;46;9;11;58396077;1;4;11;89;1760;3999;3811;57195;81820;184670;302785;1180618;0;1;3;7;374;895;816;11975;17802;41817;64266;265652;137313501,00;700752,90;84939,70;5249,00;232,20;102,20;76,60;23,40;15,70;11,70;12,50;8,70;
701;2014-06-10;118000000;12;18;21;32;33;1;11;36720070;0;9;14;61;1071;2831;2697;38754;50695;131446;204525;728068;0;0;2;12;173;448;456;6795;8722;23233;36100;125504;0,00;195840,30;41965,70;4815,70;240,00;90,70;68,00;21,70;15,90;10,30;11,60;8,80;
700;2014-06-06;105000000;7;25;34;40;49;9;11;56033285;0;4;19;71;1464;3067;3571;53776;72197;154402;291773;1095967;0;1;9;20;320;711;744;11885;16340;35548;64382;252018;0,00;672399,40;47185,90;6313,60;267,90;127,80;78,40;23,90;17,00;13,40;12,40;8,90;
699;2014-06-03;87000000;2;15;32;39;44;5;10;31398122;0;8;5;43;1041;1874;2536;35787;44537;86650;186537;647988;0;0;2;11;252;403;465;6925;9171;18996;37686;136924;0,00;188388,70;100473,90;5841,50;211,10;117,20;61,90;20,10;15,50;13,40;10,90;8,50;
698;2014-05-30;78000000;5;24;27;41;45;6;7;37073153;0;5;8;64;1203;2229;2752;41512;57208;102942;225568;863242;0;2;1;9;229;361;434;7330;10498;17672;40727;163596;0,00;355902,20;74146,30;4634,10;215,70;116,40;67,30;20,50;14,20;13,30;10,60;7,50;
697;2014-05-27;66000000;7;13;16;25;26;1;6;24024999;0;6;11;62;1173;2526;2595;32372;46798;102445;152797;583253;0;0;0;21;259;544;547;6289;9666;20538;29000;114394;0,00;192199,90;34945,40;3099,90;143,30;66,50;46,20;17,00;11,20;8,60;10,20;7,20;
696;2014-05-23;59000000;3;8;31;34;47;9;11;33127890;0;3;5;47;874;1906;1813;28729;41193;91986;157548;626392;0;0;0;12;154;333;315;4804;7411;17201;26978;116572;0,00;530046,20;106009,20;5638,70;265,30;121,60;91,30;26,50;17,60;13,30;13,60;9,30;
695;2014-05-20;48000000;5;33;36;38;47;4;9;22030013;0;2;7;17;503;1130;1768;27162;27124;54845;155628;422664;0;1;2;2;103;170;283;4724;4624;9379;28668;75862;0,00;528720,30;50354,30;10367,00;306,50;136,40;62,30;18,60;17,80;14,80;9,20;9,10;
694;2014-05-16;42000000;23;26;29;37;40;3;4;31567448;0;1;6;60;1003;1879;2387;34429;46874;86497;185290;699811;0;1;1;13;205;347;488;6245;9157;15951;34954;138008;0,00;1515237,50;84179,80;4208,90;220,30;117,60;66,10;21,00;14,80;13,50;11,00;7,90;
693;2014-05-13;31000000;4;13;30;34;47;2;6;21431473;0;3;4;43;681;1387;1825;29895;29450;60435;165287;455796;0;0;2;4;130;265;336;5810;5607;11650;33707;89710;0,00;342903,50;85725,80;3987,20;220,20;108,10;58,70;16,40;16,00;13,10;8,40;8,20;
692;2014-05-09;24000000;3;21;26;28;45;7;10;30427158;0;1;7;48;988;1942;1887;28937;45892;95733;150037;673646;0;0;0;2;181;359;364;5597;8944;18273;29879;132929;0,00;1460503,50;69547,70;5071,10;215,50;109,60;80,60;24,10;14,50;11,70;13,10;7,90;
691;2014-05-06;15000000;5;19;24;31;37;1;9;19729572;0;3;11;36;671;1497;1876;26063;29825;64706;133014;431358;0;0;4;7;128;289;429;5670;5977;13192;29123;89319;0,00;315673,10;28697,50;4384,30;205,80;92,20;52,50;17,40;14,50;11,20;9,60;8,00;
690;2014-05-02;88000000;4;30;31;38;42;2;11;39220040;1;5;2;49;942;2021;2346;35400;48548;106374;194919;751434;0;0;0;7;164;327;358;6109;8254;18822;33830;131684;89166455,00;376512,30;313760,30;6403,20;291,40;135,80;83,50;25,40;17,70;13,60;13,00;9,10;
689;2014-04-29;75000000;18;23;26;35;44;3;11;27077145;0;3;8;46;1000;2087;1826;25179;40932;86973;131887;566592;0;3;3;12;159;380;345;4543;7101;15481;23062;99257;0,00;433234,30;54154,20;4709,00;189,50;90,80;74,10;24,70;14,50;11,50;13,30;8,40;
688;2014-04-25;68000000;13;21;24;44;49;1;9;34804614;0;4;14;87;1248;2406;3234;45733;54163;111497;233461;768789;0;2;5;24;246;504;686;9825;10608;21885;49817;150858;0,00;417655,30;39776,70;3200,40;195,20;101,20;53,80;17,50;14,10;11,50;9,60;7,90;
687;2014-04-22;57000000;13;15;20;24;46;1;8;22099633;0;2;3;32;676;1370;1718;24693;33356;69076;129071;490383;0;1;1;4;119;248;348;4986;6621;13267;25840;96049;0,00;530391,10;117864,70;5524,90;228,80;112,90;64,30;20,50;14,50;11,80;11,10;7,90;
686;2014-04-18;50000000;21;24;31;39;47;3;7;32101784;0;1;8;72;1051;1976;3717;58244;45256;82988;329046;680275;0;0;1;19;235;381;796;12413;9160;16143;73182;140219;0,00;1540885,60;64203,50;3566,80;213,80;113,70;43,10;12,60;15,60;14,30;6,30;8,30;
685;2014-04-15;39000000;3;14;26;47;50;7;11;22077086;0;3;8;27;720;1354;1433;21630;30128;63133;114719;450080;0;0;3;6;136;235;231;4024;5566;11120;21508;85316;0,00;353233,30;44154,10;6541,30;214,60;114,10;77,00;23,40;16,10;12,90;12,50;8,60;
684;2014-04-11;33000000;8;12;19;30;33;4;11;33604772;0;11;19;50;1400;3636;2354;31403;55625;137637;159450;730741;0;0;6;17;312;887;459;5964;12513;32484;29530;155675;0,00;146639,00;28298,70;5376,70;168,00;64,60;71,30;24,60;13,20;9,00;13,60;8,00;
683;2014-04-08;21000000;11;18;29;42;49;4;11;20785096;0;5;6;37;636;1522;1397;19798;29635;64621;98177;426196;0;0;0;16;151;348;278;4010;6462;14039;19089;90921;0,00;199536,90;55426,90;4494,00;228,70;95,50;74,30;24,10;15,40;11,90;13,70;8,50;
682;2014-04-04;15000000;6;10;28;45;50;10;11;30636804;0;2;4;51;863;2260;2093;31300;37499;101267;149560;532451;0;0;1;10;201;502;404;5853;8070;23287;28024;113905;0,00;735283,20;122547,20;4805,70;248,50;94,80;73,10;22,50;17,90;11,10;13,30;10,10;
681;2014-04-01;15000000;16;18;26;38;44;8;10;20235654;1;4;2;47;690;1415;1355;18327;28557;62174;93424;403902;0;1;0;3;113;284;249;3466;5515;12696;17746;80526;15000000,00;242827,80;161885,20;3444,30;205,20;100,10;74,60;25,30;15,50;12,00;14,00;8,80;
680;2014-03-28;25000000;3;4;19;28;43;3;7;32279634;1;6;7;118;1335;2358;5569;77548;60019;100776;368327;844206;0;0;1;30;358;548;1409;18487;14200;22308;85389;192800;25329483,00;258237,00;73782,00;2188,40;169,20;95,80;28,90;9,50;11,80;11,80;5,60;6,70;
679;2014-03-25;15000000;7;20;26;28;50;2;8;20388518;0;5;3;44;666;1399;2308;33757;32234;64627;172691;479144;0;0;1;6;160;307;481;7333;7068;13493;36420;101147;0,00;195729,70;108738,70;3707,00;214,20;102,00;44,10;13,80;13,90;11,60;7,60;7,40;
678;2014-03-21;24000000;7;30;37;39;42;5;7;32791102;1;3;8;66;898;1678;3736;60227;48593;80878;329336;760822;0;0;2;17;189;333;733;12855;9988;16642;72314;161130;25493153,00;524657,60;65582,20;3974,60;255,60;136,70;43,80;12,50;14,80;15,00;6,40;7,50;
677;2014-03-18;15000000;8;27;34;36;39;5;10;21165169;0;4;4;31;666;1218;1395;21415;29748;59652;115911;427349;0;0;0;0;115;226;241;3700;5514;12236;21458;83297;0,00;253982,00;84660,60;5461,90;222,40;121,60;75,80;22,70;15,60;13,10;11,80;8,70;
676;2014-03-14;129000000;6;24;25;27;30;5;9;53625159;1;7;17;126;2050;3745;5844;83444;92491;167378;440246;1297395;0;1;4;28;450;838;1174;16773;19914;36385;86634;272517;129384564,00;367715,30;50470,70;3404,70;183,10;100,20;45,80;14,70;12,70;11,80;7,90;7,20;
675;2014-03-11;112000000;1;4;23;33;44;7;8;38201602;0;5;11;74;1442;2768;2932;42825;65280;120281;220943;935215;0;1;4;10;306;553;595;8776;13814;24659;44848;199280;0,00;366735,30;55565,90;4129,90;185,40;96,60;65,10;20,50;12,80;11,70;11,20;7,10;
674;2014-03-07;100000000;5;10;38;40;41;1;8;56688664;0;6;11;69;1449;3224;3776;58818;74171;150526;324122;1155676;0;2;1;14;357;733;946;14818;17175;35163;83378;276831;0,00;453509,30;82456,20;6572,50;273,80;123,00;75,00;22,10;16,80;13,90;11,30;8,60;
673;2014-03-04;15000000;3;5;22;27;44;1;6;20841335;0;1;8;35;740;1845;1797;25754;33944;79135;130689;486135;0;0;1;7;143;431;414;5781;7546;17320;29093;109994;0,00;1000384,00;41682,60;4763,70;197,10;79,00;57,90;18,60;13,50;9,70;10,30;7,50;
